ID	Symbols	Sites	Feature	Effect	HRD3Avs2A_2A	HRD3Avs2A_3A
CAP1-R	CAP1		R		0.472514523809662	-0.472514523809662
HSPG2-P-S2987	HSPG2	S2987	P		-0.328600111787732	0.328600111787732
SLC4A7-G	SLC4A7		G		0.2651273890929589	-0.26512738909296
EPN1-P-T470	EPN1	T470	P		0.95791614699016	-0.95791614699016
KIAA1211L-P-S881	KIAA1211L	S881	P		-0.963485382493445	0.9634853824934458
SOX6-R	SOX6		R		0.243278876988014	-0.243278876988012
STT3B-P-S498	STT3B	S498	P		-0.503819181050586	0.503819181050585
HSPB1-P-S15	HSPB1	S15	P		0.5884152634715529	-0.588415263471555
PHC3-P-S272	PHC3	S272	P		-0.530758559587129	0.530758559587129
TTC25-R	TTC25		R		-0.481435651986854	0.481435651986857
TSSC4-P-S132	TSSC4	S132	P		-0.535502206712066	0.535502206712067
TEP1-P-S397	TEP1	S397	P		0.8733126880215959	-0.8733126880215959
CACYBP-P-S3	CACYBP	S3	P		-0.920207679289933	0.920207679289933
KMT2C-P-S4267	KMT2C	S4267	P		-0.545212701004697	0.545212701004698
ARHGEF17-P-S2005	ARHGEF17	S2005	P		0.654068172203338	-0.6540681722033399
PPP2R5E-P-S30	PPP2R5E	S30	P		0.870726641782828	-0.870726641782828
DSG2-P-S723	DSG2	S723	P		-0.922159081982234	0.922159081982234
COG3-P-S769	COG3	S769	P		-0.8352398157499441	0.8352398157499449
MYLK-P-S1779	MYLK	S1779	P		0.677075195444814	-0.6770751954448161
SYNJ2-R	SYNJ2		R		0.119453068255158	-0.119453068255158
EPHA2-P-S892-S897	EPHA2	S892|S897	P		-0.700773826662121	0.700773826662121
PKN2-P-T121	PKN2	T121	P		0.7899209829937289	-0.78992098299373
LDLRAP1-P-S14	LDLRAP1	S14	P		0.969610760072194	-0.969610760072194
KIAA1522-P-S96	KIAA1522	S96	P		-0.85115755363302	0.851157553633019
AQP12B-R	AQP12B		R		-0.9587933006543	0.958793300654298
EIF4G1-P-S1245	EIF4G1	S1245	P		-0.331347193558447	0.331347193558447
SND1-G	SND1		G		0.207951531610023	-0.2079515316100249
GLCE-P-S73	GLCE	S73	P		0.985139061645938	-0.985139061645938
SLC5A6-G	SLC5A6		G		-0.7678716562170541	0.767871656217055
TNS3-P-S776	TNS3	S776	P		-0.622782196891047	0.622782196891048
RBBP8-P-T315	RBBP8	T315	P		-0.314844488421743	0.314844488421745
OTUD7B-P-S464	OTUD7B	S464	P		-0.797521802657405	0.797521802657405
SPRY3-R	SPRY3		R		-0.918972329694145	0.918972329694138
TBPL1-G	TBPL1		G		-0.9682336944267628	0.968233694426762
UBE2F-R	UBE2F		R		-0.6557291277142221	0.655729127714224
CUL4B-R	CUL4B		R		-0.149424637296491	0.149424637296493
WDR72-R	WDR72		R		-0.7180787941117379	0.7180787941117379
CHMP4B-R	CHMP4B		R		-0.118004259902083	0.118004259902089
SLC5A3-G	SLC5A3		G		-0.539587621068682	0.539587621068682
FAM120A-P-S923	FAM120A	S923	P		-0.7513557782188991	0.7513557782189
LIG1-P-S66-S76	LIG1	S66|S76	P		0.982198054440978	-0.982198054440978
OR6S1-R	OR6S1		R		0.6657714683200989	-0.665771468320098
LRP8-R	LRP8		R		-0.98562758499288	0.9856275849928848
OR10S1-R	OR10S1		R		-0.143050041218698	0.143050041218702
SIK3-P-S866	SIK3	S866	P		-0.8326371937842271	0.832637193784225
DTNBP1-P-S300	DTNBP1	S300	P		0.9977507503768608	-0.9977507503768608
TRBV9-R	TRBV9		R		-0.9628504079368748	0.96285040793687
AZU1-G	AZU1		G		0.7889380179529059	-0.788938017952907
SNF8-G	SNF8		G		0.0445759238634473	-0.0445759238634474
CREB3L3-R	CREB3L3		R		0.548729519121094	-0.5487295191210949
HHATL-R	HHATL		R		-0.7380839820654829	0.7380839820654801
COPE-R	COPE		R		-0.386301283317445	0.3863012833174429
MYL12B-R	MYL12B		R		-0.553536415139885	0.553536415139881
DACT1-R	DACT1		R		5.308303977865679E-7	-5.308303977865851E-7
ATG9A-P-S656	ATG9A	S656	P		0.7153743946184491	-0.7153743946184521
PTPRC-P-S994	PTPRC	S994	P		0.980528539076256	-0.980528539076256
CFAP99-R	CFAP99		R		-0.524877016609397	0.524877016609401
NFIC-P-S487	NFIC	S487	P		-0.584329894893468	0.584329894893468
C2orf69-R	C2orf69		R		-0.207612133269437	0.207612133269437
AHNAK-P-S135	AHNAK	S135	P		0.9176442408953592	-0.9176442408953592
FAM90A9P-R	FAM90A9P		R		-0.612019619738209	0.6120196197382061
PLAGL2-R	PLAGL2		R		0.748384080195529	-0.748384080195532
SUV39H2-R	SUV39H2		R		-0.0806974014912013	0.0806974014912018
ELOVL1-G	ELOVL1		G		-0.992487095202324	0.992487095202325
ZSCAN32-R	ZSCAN32		R		0.9369749829879872	-0.936974982988031
ELOVL5-G	ELOVL5		G		0.192956007751662	-0.192956007751662
GRIN1-R	GRIN1		R		0.8740828395170541	-0.8740828395170529
OGT-P-S20	OGT	S20	P		0.6911519567932061	-0.6911519567932071
MPL-R	MPL		R		-0.8041745415083159	0.8041745415083109
LTN1-R	LTN1		R		-0.386757628217069	0.3867576282170821
TCEAL3-P-S121-S125	TCEAL3	S121|S125	P		0.5067208462123879	-0.5067208462123879
RIMS4-R	RIMS4		R		-0.609773135663282	0.609773135663273
ZIC2-R	ZIC2		R		0.458013683171372	-0.458013683171372
ARRDC1-R	ARRDC1		R		-0.497881903868846	0.497881903868849
MARK3-P-S540	MARK3	S540	P		-0.9781756073240992	0.9781756073240992
BICC1-P-S836	BICC1	S836	P		0.62785291887391	-0.627852918873912
RUNDC1-P-S71	RUNDC1	S71	P		0.627780973250821	-0.627780973250821
ZFP64-R	ZFP64		R		0.9994225134326692	-0.99942251343267
RAI14-P-S361	RAI14	S361	P		0.777602369081808	-0.777602369081808
MAP1A-P-S1791-S1801	MAP1A	S1791|S1801	P		-0.9886019517459208	0.9886019517459208
TICRR-P-T566	TICRR	T566	P		-0.717298231414895	0.717298231414895
ARFGEF1-P-S1569	ARFGEF1	S1569	P		-0.844967770814629	0.844967770814629
UQCRH-R	UQCRH		R		-0.2384985571663769	0.238498557166366
VEGFD-R	VEGFD		R		0.0769997353484201	-0.0769997353484186
SC5D-R	SC5D		R		-0.968758200219035	0.968758200219034
PRSS23-R	PRSS23		R		0.1080150766016119	-0.108015076601606
CYB5B-R	CYB5B		R		-0.953982116563821	0.953982116563816
RNASE6-R	RNASE6		R		0.275301889331817	-0.275301889331817
TBC1D7-R	TBC1D7		R		0.8130200322649971	-0.813020032264988
BANF1-R	BANF1		R		-0.580355081624543	0.5803550816245201
C20orf203-R	C20orf203		R		0.9724188373414252	-0.972418837341424
ZNF638-P-S1100	ZNF638	S1100	P		-0.964586306354409	0.964586306354408
MADD-P-S818	MADD	S818	P		0.700515352883658	-0.700515352883657
FMNL1-P-S624	FMNL1	S624	P		-0.433167709280048	0.433167709280048
LIPE-P-S929	LIPE	S929	P		0.8733126880215959	-0.8733126880215959
IGHV4-34-R	IGHV4-34		R		0.102119844055127	-0.102119844055127
XIRP1-R	XIRP1		R		0.055528450579609	-0.0555284505796091
IDI1-R	IDI1		R		-0.612019619738209	0.6120196197382061
L3MBTL3-P-S608	L3MBTL3	S608	P		0.936392067852885	-0.936392067852885
CSE1L-G	CSE1L		G		-0.806365684548652	0.806365684548652
STK19-G	STK19		G		-0.840099251516763	0.840099251516763
HDAC1-R	HDAC1		R		-0.7091853848517521	0.7091853848517579
IDI2-R	IDI2		R		-0.314109719444312	0.314109719444315
SPP1-P-S263	SPP1	S263	P		0.759231611269797	-0.759231611269797
PCF11-P-S707	PCF11	S707	P		-0.791464827895754	0.791464827895754
STK10-G	STK10		G		0.0769985765441218	-0.0769985765441222
STK11-G	STK11		G		0.581130861257169	-0.5811308612571701
HMCN1-R	HMCN1		R		2.5523913240062697E-5	-2.5523913240062697E-5
UNK-P-S378-S385	UNK	S378|S385	P		0.587862899461323	-0.587862899461324
TRMT1L-P-S707	TRMT1L	S707	P		-0.921122583464556	0.921122583464556
PCDHGA1-R	PCDHGA1		R		0.0274568257799745	-0.0274568257799748
CGN-P-S276	CGN	S276	P		-0.9768797278985508	0.9768797278985508
TKTL1-R	TKTL1		R		-0.905571787437643	0.905571787437642
DLG3-R	DLG3		R		-0.0045072909378083	0.0045072909378084
UVRAG-P-S498	UVRAG	S498	P		0.3879220384253529	-0.3879220384253529
PRG3-R	PRG3		R		-0.8995986885450991	0.8995986885451009
SYNE3-R	SYNE3		R		0.0901419404931435	-0.0901419404931424
PNPLA2-P-S404	PNPLA2	S404	P		-0.915285799882718	0.915285799882718
LBR-P-S97	LBR	S97	P		0.8590964149192521	-0.8590964149192509
CCDC125-R	CCDC125		R		-0.0311096622419836	0.0311096622419826
C22orf31-R	C22orf31		R		-0.347140542214979	0.347140542214975
ZNF80-R	ZNF80		R		0.659977669041652	-0.659977669041653
SLK-P-S818	SLK	S818	P		-0.62224552187022	0.62224552187022
EML2-P-S179	EML2	S179	P		0.594483483565818	-0.594483483565818
STK39-G	STK39		G		0.9662460694649948	-0.9662460694649948
DAPK1-P-S333	DAPK1	S333	P		-0.6854116033683441	0.685411603368345
FHIT-G	FHIT		G		-0.0140723581548942	0.0140723581548942
GPSM1-P-S469	GPSM1	S469	P		-0.9065066959759308	0.9065066959759308
RAB5C-P-S124	RAB5C	S124	P		0.9660977423278828	-0.9660977423278828
STK33-G	STK33		G		-0.5748299006503399	0.574829900650343
ZNF638-P-S552	ZNF638	S552	P		-0.959695137559511	0.959695137559511
STK35-G	STK35		G		-0.805382406265274	0.805382406265275
ACTR10-P-S414	ACTR10	S414	P		0.495424428971492	-0.495424428971493
STK36-G	STK36		G		0.6734849813140911	-0.6734849813140911
APBB2-R	APBB2		R		0.4096865825463609	-0.409686582546367
SPECC1L-P-S887	SPECC1L	S887	P		0.3685789567154	-0.368578956715399
STK38-G	STK38		G		0.125015783319049	-0.12501578331905
GBP6-R	GBP6		R		0.344044661686654	-0.34404466168665
ZNF28-R	ZNF28		R		-0.736087308400918	0.736087308400921
RP1-R	RP1		R		-0.274560622640255	0.274560622640253
EIF3I-R	EIF3I		R		0.6805948237027719	-0.6805948237027839
PSIP1-P-S275	PSIP1	S275	P		-0.690954124514934	0.6909541245149329
GLE1-P-S88	GLE1	S88	P		-0.968919624448207	0.968919624448206
SPECC1-P-S37	SPECC1	S37	P		0.911068737035156	-0.911068737035156
JCAD-P-S901	JCAD	S901	P		0.130149348469309	-0.130149348469309
TPR-P-S379	TPR	S379	P		-0.981144862412274	0.981144862412274
STK24-G	STK24		G		-0.310125370913781	0.3101253709137819
STK25-G	STK25		G		-0.24435012569149	0.24435012569149
STK26-G	STK26		G		-0.484857752773424	0.484857752773423
LRFN3-R	LRFN3		R		0.0532768377546134	-0.053276837754609
MARF1-P-S66	MARF1	S66	P		0.901453978431547	-0.901453978431547
CDH23-R	CDH23		R		0.0642389296062094	-0.0642389296062074
NDRG3-P-S338	NDRG3	S338	P		0.901748080434596	-0.901748080434597
SLC39A9-R	SLC39A9		R		-0.465998293641689	0.465998293641698
RORC-R	RORC		R		-0.0161211496215905	0.0161211496215903
ZC3H13-P-S831-S837	ZC3H13	S831|S837	P		-0.622787275499684	0.622787275499684
FHL1-G	FHL1		G		0.223037028900107	-0.223037028900106
FHL2-G	FHL2		G		9.08129758688858E-5	-9.08129758688862E-5
FHL3-G	FHL3		G		1.483837610416E-9	-1.483837610416E-9
HMGXB4-P-S502	HMGXB4	S502	P		-0.7229518976803442	0.7229518976803442
PHIP-P-S1783	PHIP	S1783	P		-0.765957424663807	0.765957424663807
PRR12-P-T224	PRR12	T224	P		-0.997504127101119	0.99750412710112
CAPZB-G	CAPZB		G		0.2908996154909439	-0.2908996154909461
ECM2-P-S213	ECM2	S213	P		0.6802816851213929	-0.6802816851213922
MYO18A-P-S83	MYO18A	S83	P		0.9629002216238872	-0.962900221623888
TAOK2-P-S1002	TAOK2	S1002	P		0.5464755140142921	-0.54647551401429
AFF4-P-S222	AFF4	S222	P		-0.8683057030822641	0.8683057030822641
ZNF148-P-S784	ZNF148	S784	P		0.9394284971530492	-0.9394284971530492
SDHAF2-R	SDHAF2		R		-0.36618864390479	0.366188643904795
PRLHR-R	PRLHR		R		-0.381629672491177	0.381629672491184
KIF21B-P-S1197	KIF21B	S1197	P		0.911068737035156	-0.911068737035156
SGK2-R	SGK2		R		-0.901669135861471	0.901669135861478
RPL39L-R	RPL39L		R		-0.208288662904803	0.208288662904807
TRIM28-P-T415	TRIM28	T415	P		0.87483540830423	-0.874835408304231
LYPD8-R	LYPD8		R		-0.612019619738209	0.6120196197382061
LTBP4-R	LTBP4		R		0.6906589297214251	-0.690658929721429
GSC-R	GSC		R		0.317489089739945	-0.317489089739941
COL9A1-R	COL9A1		R		0.8580679867783292	-0.8580679867783159
NOL4L-P-S130	NOL4L	S130	P		-0.8378502839483741	0.8378502839483741
PRRG3-R	PRRG3		R		0.119071337653199	-0.119071337653198
DTX3L-P-S539	DTX3L	S539	P		0.8649530798506121	-0.864953079850611
DDX39B-R	DDX39B		R		0.857753962950946	-0.857753962950943
SEC16A-P-S314	SEC16A	S314	P		-0.960855384380941	0.960855384380941
RUBCNL-R	RUBCNL		R		0.4944252219616521	-0.494425221961651
HDAC6-P-S22	HDAC6	S22	P		-0.71905779134428	0.71905779134428
BRD8-P-S460	BRD8	S460	P		-0.922902773195319	0.922902773195318
ARFGAP2-P-S237	ARFGAP2	S237	P		-0.9288923297952768	0.9288923297952768
CCDC130-R	CCDC130		R		-0.8595241471374008	0.859524147137402
CFAP69-R	CFAP69		R		-0.3890789512942739	0.389078951294294
USP38-R	USP38		R		0.9528939357081742	-0.95289393570817
SLCO3A1-R	SLCO3A1		R		-0.993372808414142	0.993372808414145
MARK2-P-S390	MARK2	S390	P		-0.7927066114141801	0.7927066114141809
PDGFRL-R	PDGFRL		R		7.21092181092346E-5	-7.21092181092325E-5
STXBP5-P-S723	STXBP5	S723	P		0.7872888671466001	-0.7872888671466001
MRPL54-R	MRPL54		R		-0.768272976607607	0.768272976607609
SDC3-P-S428	SDC3	S428	P		-0.624233572704231	0.624233572704231
FBXO10-R	FBXO10		R		0.0843054144338245	-0.0843054144338291
OGFOD3-G	OGFOD3		G		-0.9249861633147242	0.9249861633147242
DIDO1-P-S523	DIDO1	S523	P		-0.832069454840411	0.832069454840411
NIBAN3-R	NIBAN3		R		0.530072591956642	-0.5300725919566429
PTGR2-R	PTGR2		R		-0.126565510441402	0.126565510441401
RFX5-R	RFX5		R		-0.0056966752639242	0.0056966752639236
HCRTR1-R	HCRTR1		R		0.7506618719161509	-0.750661871916157
BRCA2-P-S2095	BRCA2	S2095	P		-0.866561702844453	0.866561702844453
CNST-P-S436	CNST	S436	P		-0.915826553453813	0.915826553453814
IL19-R	IL19		R		0.457720851173889	-0.457720851173885
OGFOD1-G	OGFOD1		G		-0.985502434569782	0.985502434569782
OGFOD2-G	OGFOD2		G		-0.764001090477182	0.764001090477182
H2AJ-R	H2AJ		R		-0.574711771178866	0.574711771178871
NUP153-P-S334	NUP153	S334	P		-0.7637187215831959	0.7637187215831959
GMNC-R	GMNC		R		-0.5644302482047671	0.5644302482047779
MGLL-R	MGLL		R		-0.9787956441355872	0.978795644135584
CEP170-P-S1198	CEP170	S1198	P		0.683815663328682	-0.683815663328682
SMAP2-R	SMAP2		R		0.251705351348522	-0.251705351348519
TMEM109-P-S239	TMEM109	S239	P		0.622782196891047	-0.622782196891048
WIZ-P-S1517	WIZ	S1517	P		0.779338278768762	-0.7793382787687629
C1orf226-R	C1orf226		R		-0.0457808946054335	0.0457808946054333
FNDC1-G	FNDC1		G		8.10449296091628E-6	-8.1044929609165E-6
TAGLN2-G	TAGLN2		G		0.0032124046765	-0.0032124046765
TAGLN3-G	TAGLN3		G		1.6105891427919798E-8	-1.61058914279202E-8
TM4SF4-R	TM4SF4		R		-0.595397275938116	0.595397275938118
DENND1A-P-T923	DENND1A	T923	P		0.313486690948388	-0.313486690948388
RAPGEF3-P-S504	RAPGEF3	S504	P		-0.70783518563909	0.70783518563909
SNX3-G	SNX3		G		2.675501482354E-4	-2.675501482354E-4
SNX4-G	SNX4		G		0.148328313515847	-0.148328313515847
SNX1-G	SNX1		G		0.0128949861353397	-0.0128949861353398
SNX2-G	SNX2		G		0.01625634431873	-0.01625634431873
SETD2-P-S905	SETD2	S905	P		0.925057660215074	-0.925057660215073
SNX9-G	SNX9		G		1.17678425536305E-7	-1.17678425536311E-7
PTDSS1-P-S417	PTDSS1	S417	P		0.60778316855925	-0.60778316855925
SNX7-G	SNX7		G		0.0919888633226584	-0.0919888633226586
MPRIP-P-S220-S224	MPRIP	S220|S224	P		-0.5933822918418671	0.5933822918418671
SNX8-G	SNX8		G		0.0018708104349574	-0.0018708104349574
SNX5-G	SNX5		G		0.53513104829667	-0.535131048296671
PPEF2-R	PPEF2		R		0.0736110086857553	-0.0736110086857551
FBN1-P-S115	FBN1	S115	P		0.173037223197153	-0.1730372231971519
SNX6-G	SNX6		G		0.0128710751074325	-0.0128710751074326
ANXA8L1-R	ANXA8L1		R		0.4235931165727629	-0.423593116572759
SCARF2-P-S742	SCARF2	S742	P		-0.35055450836367	0.35055450836367
SLITRK5-R	SLITRK5		R		0.109025867712994	-0.109025867712994
CENPVL1-G	CENPVL1		G		-0.880954213385758	0.880954213385758
CT45A8-R	CT45A8		R		-0.612019619738209	0.6120196197382061
CENPVL3-G	CENPVL3		G		0.9418574314002408	-0.9418574314002408
HAVCR1-R	HAVCR1		R		0.487008966167277	-0.4870089661672729
SNW1-G	SNW1		G		-0.0074240258383574	0.0074240258383575
SLC5A7-R	SLC5A7		R		-0.612019619738209	0.6120196197382061
KMT2C-P-S4034	KMT2C	S4034	P		-0.5299030443131211	0.529903044313119
ZKSCAN4-R	ZKSCAN4		R		-0.8899666479018229	0.8899666479018299
RBM23-P-S149	RBM23	S149	P		-0.789925943731022	0.789925943731021
PSG8-R	PSG8		R		-0.329398914441516	0.32939891444152
RAPH1-P-S894	RAPH1	S894	P		0.690431807665043	-0.690431807665043
VCL-P-S357	VCL	S357	P		0.959347121066462	-0.959347121066464
PNPLA1-R	PNPLA1		R		0.6160564831809361	-0.616056483180929
RASIP1-P-S41	RASIP1	S41	P		0.7396064840991651	-0.739606484099166
ARHGAP17-P-S676	ARHGAP17	S676	P		0.9975878989172428	-0.9975878989172428
VAMP3-P-S63	VAMP3	S63	P		0.932659392606964	-0.932659392606964
SIPA1L3-P-S1382	SIPA1L3	S1382	P		0.7385647929870559	-0.738564792987057
EIF5B-P-S1168	EIF5B	S1168	P		-0.7002787506623621	0.7002787506623621
ZNF532-P-S294	ZNF532	S294	P		0.9860535326984058	-0.9860535326984058
SAMD15-R	SAMD15		R		-0.157241412347723	0.157241412347722
DLG1-P-S709	DLG1	S709	P		-0.715059749379568	0.7150597493795658
PAGE4-R	PAGE4		R		0.472725662369678	-0.4727256623696721
WASHC2C-R	WASHC2C		R		-0.6915387831049721	0.6915387831049841
LMNB1-P-S375	LMNB1	S375	P		0.5464755140142921	-0.54647551401429
LRP2-P-S4463	LRP2	S4463	P		-0.723661593817066	0.723661593817065
PTPN9-R	PTPN9		R		-0.7671811394173621	0.767181139417357
CSDE1-G	CSDE1		G		0.7003184680071931	-0.7003184680071931
GTF3C2-P-S167	GTF3C2	S167	P		-0.108504509440819	0.108504509440819
YJU2-R	YJU2		R		-0.4413372996925629	0.4413372996925639
KMT2A-P-T506	KMT2A	T506	P		-0.8287711124588671	0.8287711124588671
RICTOR-P-S21	RICTOR	S21	P		-0.925969709696882	0.925969709696881
HOMER2-P-S49	HOMER2	S49	P		0.8279538948643941	-0.8279538948643941
ARHGEF3-R	ARHGEF3		R		-0.57775102083449	0.5777510208344859
FXYD7-R	FXYD7		R		0.873933119465626	-0.8739331194656309
ZNF565-R	ZNF565		R		0.4026724242050821	-0.4026724242050849
FXYD4-R	FXYD4		R		0.989552559850481	-0.989552559850482
GRTP1-R	GRTP1		R		-0.320189037232759	0.320189037232752
ALKAL2-R	ALKAL2		R		-0.102979393421093	0.102979393421091
TRPS1-P-S991	TRPS1	S991	P		-0.7753679243340309	0.7753679243340309
ATP11C-P-S445	ATP11C	S445	P		-0.6620144289667249	0.662014428966726
EML3-P-S889	EML3	S889	P		-0.9048786328522752	0.9048786328522752
ZNF652-P-S204	ZNF652	S204	P		0.915826553453813	-0.915826553453814
BUB1B-P-S670	BUB1B	S670	P		0.8707465643681429	-0.8707465643681429
ANKIB1-P-S558	ANKIB1	S558	P		0.445521929643472	-0.445521929643472
AKR1A1-R	AKR1A1		R		-0.37494162561955	0.37494162561955
CAPN9-G	CAPN9		G		0.8162421038702901	-0.816242103870291
CAPN7-G	CAPN7		G		-0.8603183691774692	0.860318369177468
CAPN5-G	CAPN5		G		-0.8590342995454592	0.8590342995454592
CAPN2-G	CAPN2		G		0.216556891365106	-0.216556891365107
FBLN5-R	FBLN5		R		0.312066037680363	-0.312066037680358
ERVMER34-1-R	ERVMER34-1		R		-0.1777823544855079	0.1777823544855079
CAPN1-G	CAPN1		G		-0.7999928332935808	0.7999928332935808
PUS7L-R	PUS7L		R		-0.55195369926358	0.5519536992635811
CA4-R	CA4		R		-0.739574889157516	0.739574889157529
ALKBH6-R	ALKBH6		R		0.461751128391563	-0.461751128391559
ARHGAP5-P-S1176	ARHGAP5	S1176	P		0.9668147190880908	-0.96681471908809
FAM169A-P-S376	FAM169A	S376	P		-0.654068172203338	0.6540681722033399
KNDC1-R	KNDC1		R		0.98750091821149	-0.987500918211486
SSB-P-T362	SSB	T362	P		-0.700012280803578	0.700012280803578
CHAMP1-P-S382-S386	CHAMP1	S382|S386	P		0.6828121311172589	-0.6828121311172579
KCNAB3-R	KCNAB3		R		0.280625454920442	-0.280625454920441
C11orf68-R	C11orf68		R		-0.490533085195145	0.490533085195137
IGHV3-33-R	IGHV3-33		R		0.302006145755666	-0.302006145755664
HSD17B7-R	HSD17B7		R		0.9038658597124242	-0.903865859712418
RIPK2-R	RIPK2		R		-0.6543772714709809	0.654377271470984
ULK4-R	ULK4		R		-0.4441124938448409	0.444112493844837
SHTN1-R	SHTN1		R		-0.820444076623131	0.82044407662314
HECTD1-P-S1567	HECTD1	S1567	P		-0.765957424663807	0.765957424663807
KRT74-R	KRT74		R		-0.3224918228244769	0.322491822824473
TNKS1BP1-P-S851	TNKS1BP1	S851	P		-0.933474828810797	0.933474828810797
MAP3K4-P-S1135	MAP3K4	S1135	P		0.975720811104976	-0.975720811104976
PDYN-R	PDYN		R		-0.7052572251635942	0.705257225163593
TEX264-P-S244	TEX264	S244	P		0.9995347697033008	-0.9995347697033
DCP1B-P-S448	DCP1B	S448	P		0.865667008744027	-0.8656670087440258
ARHGEF7-P-S717	ARHGEF7	S717	P		-0.957526492150947	0.957526492150947
RXFP3-R	RXFP3		R		0.101236986799427	-0.101236986799428
SMTN-P-S357	SMTN	S357	P		-0.921747120590677	0.921747120590677
WASF3-R	WASF3		R		0.3481898153763761	-0.348189815376381
GPATCH8-P-S1081	GPATCH8	S1081	P		-0.6595132695238111	0.6595132695238121
BCL9-P-S35	BCL9	S35	P		-0.559936242128656	0.559936242128657
GPR160-R	GPR160		R		-0.119483890836201	0.119483890836201
CRMP1-R	CRMP1		R		0.5863574670996271	-0.586357467099635
COLEC11-R	COLEC11		R		-0.385660729705438	0.385660729705436
DNPH1-G	DNPH1		G		-0.0368281182100086	0.0368281182100089
UBR2-R	UBR2		R		-0.612019619738209	0.6120196197382061
AUP1-P-S288	AUP1	S288	P		0.9548926717754208	-0.9548926717754208
NES-P-S891	NES	S891	P		-0.6854116033683441	0.685411603368345
RANBP3-P-S244	RANBP3	S244	P		-0.8793570358461851	0.8793570358461851
MTA1-R	MTA1		R		-0.905601658616772	0.9056016586167628
PHLDB1-P-S518	PHLDB1	S518	P		0.7378346552812449	-0.737834655281244
PSD4-P-T114	PSD4	T114	P		0.352657142289217	-0.352657142289217
SLBP-P-S23	SLBP	S23	P		-0.804610872402743	0.8046108724027421
DOP1B-R	DOP1B		R		0.54771398007371	-0.547713980073714
TNS2-P-S831	TNS2	S831	P		0.618690598566333	-0.618690598566333
NSRP1-P-S248	NSRP1	S248	P		-0.922325971610324	0.922325971610324
NUMA1-P-S1991-T2000	NUMA1	S1991|T2000	P		0.858655335965376	-0.858655335965376
SMC5-P-T1096	SMC5	T1096	P		-0.9280253274357808	0.9280253274357808
CDC42EP4-P-S292	CDC42EP4	S292	P		-0.796416425803422	0.7964164258034209
ELP1-R	ELP1		R		-0.446802404999339	0.4468024049993189
DSP-P-S178	DSP	S178	P		-0.677965461950723	0.677965461950723
PHC3-R	PHC3		R		-0.6783021512292879	0.6783021512292939
SLC39A4-R	SLC39A4		R		0.8487421771040219	-0.848742177104024
RIN2-P-S128	RIN2	S128	P		0.5893075537855451	-0.589307553785544
DLG5-P-S1252	DLG5	S1252	P		0.7185285771305581	-0.7185285771305591
DPF2-P-S142	DPF2	S142	P		-0.773814229952733	0.773814229952733
GIP-R	GIP		R		0.0036755878094564	-0.0036755878094563
TTI1-R	TTI1		R		-0.931860989158414	0.93186098915841
TUBE1-R	TUBE1		R		-0.612019619738209	0.6120196197382061
GRID2IP-R	GRID2IP		R		-0.233865636951792	0.23386563695179
DNPEP-G	DNPEP		G		-0.0012699129809827	0.0012699129809827
PHRF1-P-S1142	PHRF1	S1142	P		-0.253685631080542	0.253685631080542
SPAAR-R	SPAAR		R		-0.96647024442134	0.966470244421338
PI4KB-P-S258	PI4KB	S258	P		-0.916408020289274	0.916408020289275
KCTD4-R	KCTD4		R		-0.9016518813066428	0.901651881306649
KRT23-P-S65	KRT23	S65	P		-0.862235823427497	0.862235823427499
SOD2-G	SOD2		G		0.164438251726618	-0.164438251726619
SOD3-G	SOD3		G		-0.606043579194375	0.6060435791943759
SOD1-G	SOD1		G		-2.952259864635E-4	2.952259864635E-4
EEPD1-G	EEPD1		G		-0.6006762305018291	0.6006762305018299
CRTC2-P-S116	CRTC2	S116	P		-0.629119868129792	0.6291198681297929
RAB5C-R	RAB5C		R		0.413479210255735	-0.413479210255742
NDUFAF6-R	NDUFAF6		R		-0.4044297685011449	0.404429768501146
GMFB-R	GMFB		R		-0.744951016158803	0.7449510161588021
TNN-R	TNN		R		2.48632122516821E-5	-2.48632122516812E-5
DOP1B-P-S1085	DOP1B	S1085	P		-0.877298774896943	0.877298774896943
COL6A2-R	COL6A2		R		9.72252187163989E-6	-9.72252187163956E-6
GPS1-P-S240	GPS1	S240	P		0.905882361088077	-0.905882361088077
IRAK1-R	IRAK1		R		-0.085186119768709	0.0851861197687111
CDCA7-R	CDCA7		R		-0.356820636995197	0.356820636995197
AHDC1-P-S896	AHDC1	S896	P		0.9817151984706448	-0.9817151984706448
CD48-R	CD48		R		0.385820199704524	-0.385820199704539
MID2-R	MID2		R		0.5751158065996379	-0.575115806599646
PRPF40A-P-S861	PRPF40A	S861	P		-0.9353689009137371	0.9353689009137371
PPA2-P-S317	PPA2	S317	P		0.8568940321069309	-0.85689403210693
TMEM74B-R	TMEM74B		R		0.025223694916468	-0.0252236949164678
ATF7IP-P-S496	ATF7IP	S496	P		-0.676593144295954	0.676593144295954
ZNF596-R	ZNF596		R		-0.867720781453635	0.867720781453628
JUNB-G	JUNB		G		0.0086036923430564	-0.0086036923430565
PSTK-R	PSTK		R		-0.8776092918780508	0.877609291878048
RELCH-P-T143	RELCH	T143	P		-0.980503735052633	0.980503735052632
NHLRC3-G	NHLRC3		G		0.444442519569252	-0.444442519569252
LMO7-P-S342	LMO7	S342	P		-0.516628979815042	0.516628979815043
MMP14-R	MMP14		R		4.347620700983069E-8	-4.34762070098274E-8
